content,video_title,video_publish_time,duration,average_view_duration,stayed_to_watch_percent,average_percentage_viewed_percent,new_viewers,regular_viewers,views,watch_time_hours,subscribers,impressions,impressions_click_through_rate_percent,performance_tier,publish_hour,day_of_week,title_length,video_age_days,predicted_tier
Pn7YHS0ZfYo,Lollipop 🤣,2025-12-19,23.0,0:00:15,62.5,65.48,0.0,0.0,10,0.0222,0,10,20.0,Low,0.0,4.0,10,190.0,Low
OrwNNGxlAL8,rakhi sawant vs maheep 😆 #shorts,2025-01-01,41.0,0:00:20,62.47,50.48,0.0,0.0,3786,21.6889,0,764,1.31,Mid,0.0,2.0,32,542.0,Mid
EPUrPlp2M_U,missed call fron samay #shorts,2024-12-10,32.0,0:00:15,62.45,49.72,0.0,0.0,484,2.1391,0,478,1.05,Low,0.0,1.0,30,564.0,Low
XWJ5kkij1YY,samay dance #shorts,2024-12-10,38.0,0:00:16,62.44,43.77,0.0,0.0,762,3.4816,1,877,0.57,Mid,0.0,1.0,19,564.0,Mid
hwm6kStkacs,The Conspiracy King Kuldeep Singhania Exposed😱,2025-08-26,57.0,0:00:29,62.03,51.86,0.0,0.0,2096,10.1644,3,3257,2.39,Mid,0.0,1.0,46,305.0,Mid
gq-FzmeJs_U,brainless bhabhi #shorts,2024-12-03,23.0,0:00:15,61.92,66.82,0.0,0.0,777,3.2867,1,1305,1.07,Mid,0.0,1.0,24,571.0,Mid
h1c54LuTJf8,heavy workout 😂 #shorts,2024-08-15,15.0,0:00:13,61.89,87.35,0.0,0.0,2494,9.067,2,780,3.08,Mid,0.0,3.0,23,681.0,Mid
E_UqGQlmySc,Over Cuteness Ki Dukaan 😂,2025-09-02,51.0,0:00:28,61.86,56.86,0.0,0.0,1532,6.9083,6,2155,3.81,Mid,0.0,1.0,25,298.0,Mid
5MPDgubDpEc,Tanya Mittal Roast 😂,2025-09-01,52.0,0:00:29,61.86,57.55,0.0,0.0,8457,41.4038,5,2560,5.63,Mid,0.0,0.0,20,299.0,Mid
lzP6eAF8iPA,Reality Of Big Billion Day Sale 🤯,2025-09-22,38.0,0:00:23,61.84,62.87,0.0,0.0,5571,21.6211,4,3706,1.3,Mid,0.0,0.0,33,278.0,Mid
VKilQexhOdU,Pyari Nari Khyati,2025-05-11,51.0,0:00:19,61.82,37.63,0.0,0.0,3494,11.8049,0,17878,4.56,Mid,0.0,6.0,17,412.0,Mid
bY8mZMSg6oQ,kajal sejal dark-7 #shorts,2024-12-04,21.0,0:00:14,61.74,67.07,0.0,0.0,4262,16.5631,9,2449,6.74,Mid,0.0,2.0,26,570.0,Mid
TOzX7GKfBaA,Girls Holi in Delhi Metro 😱 #funny #viral,2024-03-24,36.0,0:00:33,61.54,93.72,0.0,0.0,8,0.075,0,45,13.33,Low,0.0,6.0,41,825.0,Low
WjnebU9thN8,indian santa 😂 #shorts,2024-12-22,22.0,0:00:14,61.43,66.47,0.0,0.0,611,2.4607,0,1352,6.51,Low,0.0,6.0,22,552.0,Low
duwhKobIb5M,family vloger roast 😂 (part-1) #shorts,2024-10-18,45.0,0:00:17,61.41,38.99,0.0,0.0,428,2.0862,2,539,2.41,Low,0.0,4.0,38,617.0,Low
gfRqiUaOTvA,saurav joshi amma meme 😂 #funnycringe #comedy #memes,2024-05-17,15.0,0:00:11,61.35,75.01,0.0,0.0,3665,11.2934,5,3284,7.28,Mid,0.0,4.0,52,771.0,Mid
ZW1vR2VIV8A,Sparrow USA 24 Roast 💀,2025-09-27,40.0,0:00:28,61.29,72.33,0.0,0.0,5053,19.7584,9,12415,1.43,Mid,0.0,5.0,22,273.0,Mid
rJuyHZ0koxI,Crazy Bts Army 😂,2025-05-23,58.0,0:00:23,61.22,40.28,0.0,0.0,4098,16.1133,4,1683,1.07,Mid,0.0,4.0,16,400.0,Mid
9eLidBCoHnk,triggered inshan roast bts 😂 #shorts,2024-07-23,25.0,0:00:19,60.97,77.62,0.0,0.0,5180,27.4903,3,1943,3.86,Mid,0.0,1.0,36,704.0,Mid
TJ9QHjQYWWg,Mota Bhai ka kamar 😅 #shorts,2024-04-18,54.0,0:00:15,60.79,28.81,0.0,0.0,445,1.9228,0,518,2.7,Low,0.0,3.0,28,800.0,Low
U3RxpRnmWWA,latent 😂 #shorts,2024-12-17,17.0,0:00:13,60.71,76.68,0.0,0.0,482,1.7452,0,476,2.52,Low,0.0,1.0,16,557.0,Low
RMX-ts1s1es,Premanand Maharaj is Right 😡,2025-08-04,72.0,0:00:26,60.67,36.98,0.0,0.0,1469,6.4062,3,2727,1.94,Mid,0.0,0.0,28,327.0,Mid
qhXBPedjiwg,systumm nakli nikla 😡 #shorts,2024-03-08,13.0,0:00:13,60.56,101.01,0.0,0.0,8770,31.9368,19,927,2.59,Mid,0.0,4.0,29,841.0,Mid
QfAvDKY6iTw,gufa 😂 #shorts,2025-01-03,52.0,0:00:21,60.56,41.48,0.0,0.0,622,3.6649,0,622,0.16,Low,0.0,4.0,14,540.0,Low
MNwv0PPncXk,Overrated girls of instagram 😡,2025-05-29,58.0,0:00:31,60.55,54.55,0.0,0.0,9124,46.1639,4,2077,6.02,Mid,0.0,3.0,30,394.0,Mid
BPotE9a6yjo,why sejal exx 🤢 #treanding,2024-11-14,29.0,0:00:18,60.52,62.71,0.0,0.0,6710,33.87,17,1905,3.36,Mid,0.0,3.0,26,590.0,Mid
rMRVV1-cl-0,life of batchelor 😂,2024-07-09,9.0,0:00:08,60.3,97.09,0.0,0.0,484,1.1748,0,543,1.84,Low,0.0,1.0,19,718.0,Low
5uVusto2gSk,dark queen sejal sister roast #treanding,2024-11-16,14.0,0:00:11,60.28,79.66,0.0,0.0,4158,12.8565,4,4794,8.57,Mid,0.0,5.0,40,588.0,Mid
yTM6LxItKus,sejal exx😑 roast queen of dark humour #shorts,2024-11-12,27.0,0:00:18,60.08,67.22,0.0,0.0,5473,27.5743,6,3944,5.38,Mid,0.0,1.0,45,592.0,Mid
zj0SsmmfOnQ,Kota Students Story💀 #funny,2024-03-19,10.0,0:00:11,60.0,114.23,0.0,0.0,3,0.0095,0,4,75.0,Low,0.0,1.0,27,830.0,Low
ukLhp2RINQ4,Most Educated Girls 💀,2025-07-01,60.0,0:00:37,59.83,62.32,0.0,0.0,4091,22.1611,7,2630,7.45,Mid,0.0,1.0,21,361.0,Mid
_N9pdLITPj4,rajat vs ravi #comedy,2024-11-17,16.0,0:00:14,59.72,90.05,0.0,0.0,9477,37.8156,5,1561,0.83,Mid,0.0,6.0,21,587.0,Mid
DHJzK5RnkuU,Instagram ke chapri 😂 #funnycringe #comedy,2024-06-02,37.0,0:00:16,59.59,43.57,0.0,0.0,1352,6.0505,2,723,1.94,Mid,0.0,6.0,42,755.0,Mid
Qfad8Mzh7dE,the solution-2 💀 #shorts,2024-12-06,22.0,0:00:12,59.46,58.02,0.0,0.0,132,0.468,0,574,11.5,Low,0.0,4.0,24,568.0,Low
5sqpY3GrIqs,Kajal Reel Roast,2025-04-11,35.0,0:00:19,59.3,54.99,0.0,0.0,4385,13.7533,3,1552,3.99,Mid,0.0,4.0,16,442.0,Mid
QFobTN8JCmY,Pakistan After Losing to India 😂,2025-09-30,48.0,0:00:26,59.21,54.7,0.0,0.0,6883,26.9864,5,8874,0.65,Mid,0.0,1.0,32,270.0,Mid
aGRB6N5TYuY,african momos 😱 #shorts #comedy,2024-10-29,34.0,0:00:17,59.09,52.69,0.0,0.0,13,0.0647,0,54,7.41,Low,0.0,1.0,31,606.0,Low
t8MrWUi71h4,costume cutter #shorts,2024-12-10,28.0,0:00:17,58.9,63.27,0.0,0.0,6018,29.0137,1,3681,0.52,Mid,0.0,1.0,22,564.0,Mid
YpI3I48VXpA,Kejriwal को जेल ! #viral #funny,2024-03-23,21.0,0:00:17,58.79,81.58,0.0,0.0,833,3.964,1,760,2.63,Mid,0.0,5.0,31,826.0,Mid
pUjSdnloPzI,lord puneet aur sheer #shorts,2024-11-26,27.0,0:00:16,58.64,60.68,0.0,0.0,1448,6.5636,0,1088,0.83,Mid,0.0,1.0,29,578.0,Mid
1RHG9KNAj-o,Painful Reality Of Kota 😡,2025-09-23,32.0,0:00:21,58.58,65.11,0.0,0.0,2758,8.2207,0,3749,5.55,Mid,0.0,1.0,25,277.0,Mid
GdBwqZU0Em0,Day-3 Reality Of Women #30dayschallenge,2025-07-08,47.0,0:00:25,58.48,55.1,0.0,0.0,615,2.485,0,147,14.29,Low,0.0,1.0,39,354.0,Low
OTS27g3bIXw,FUN ON HINDU 😱 #shorts,2024-01-13,35.0,0:00:25,58.45,73.23,0.0,0.0,3828,27.2424,3,1034,2.8,Mid,0.0,5.0,22,896.0,Mid
pfk2CtxO5To,Real Ghost Caught 😱,2026-05-01,34.0,0:00:23,58.32,69.68,0.0,0.0,5320,19.9662,37,3015,2.42,Mid,0.0,4.0,19,57.0,Mid
 -nRXRIdE3Jk,boys with iPhone 😅 #shorts #funny,2024-03-09,7.0,0:00:08,58.2,125.6,0.0,0.0,1871,4.5693,2,544,2.94,Mid,0.0,5.0,33,840.0,Mid
FUhtHg_vQB4,cringe girl 😂 #shorts,2024-10-01,37.0,0:00:20,58.16,54.62,0.0,0.0,2088,11.7111,4,842,0.95,Mid,0.0,1.0,21,634.0,Mid
_XHulpjxrDE,Danish Zehen Comeback is Funny 😂 #shorts,2024-09-20,40.0,0:00:22,58.09,56.4,0.0,0.0,1097,6.8465,3,798,2.13,Mid,0.0,4.0,40,645.0,Mid
vUidAnnYKFg,kajal sejal dark-12 #shorts,2024-12-25,39.0,0:00:14,58.04,37.04,0.0,0.0,502,1.98,0,889,3.82,Low,0.0,2.0,27,549.0,Low
z_he6iBE0MI,RIP For Poor,2025-03-16,50.0,0:00:26,58.0,53.31,0.0,0.0,42,0.2276,1,808,0.87,Low,0.0,6.0,12,468.0,Low
qRpoFd6FbDM,just a filler 😂 #shorts,2025-01-02,53.0,0:00:24,57.9,46.09,0.0,0.0,1585,10.69,0,472,0.64,Mid,0.0,3.0,23,541.0,Mid
FYZV6pz_Ebw,shilajit ❌ redbull ✅-1 #shorts,2024-12-10,46.0,0:00:21,57.65,46.22,0.0,0.0,438,2.5866,0,476,0.63,Low,0.0,1.0,30,564.0,Mid
c0ujZ7UKvJA,Bts Army 🤮,2025-05-27,55.0,0:00:26,57.38,47.47,0.0,0.0,2971,12.039,6,1937,0.72,Mid,0.0,1.0,10,396.0,Mid
mYFE6uBU108,Cringe fitness 🤮 #shorts,2024-04-16,41.0,0:00:17,57.25,42.1,0.0,0.0,438,2.1003,2,487,2.87,Low,0.0,1.0,24,802.0,Low
iGasQtQYPiQ,cute boy of india 😂,2024-06-23,27.0,0:00:19,57.17,73.02,0.0,0.0,5386,29.4821,18,857,1.75,Mid,0.0,6.0,19,734.0,Mid
XSn-r6dhru8,@SamayRainaOfficial 😂 #shorts,2025-01-04,23.0,0:00:14,56.97,63.25,0.0,0.0,544,2.1506,0,714,0.98,Low,0.0,5.0,29,539.0,Low
G6PGqqZQiHg,Wasim Ne Joginder Ko 🤣,2025-11-16,31.0,0:00:19,56.75,63.32,0.0,0.0,1416,4.1616,0,342,7.6,Mid,0.0,6.0,22,223.0,Mid
qdGEGcbsj3g,Dark Comedy Roast on Kajal Pandey 😈 | #RelatableMemes #Funny #KajalPandey #Comedy #YTShorts,2025-01-28,40.0,0:00:20,56.44,52.37,0.0,0.0,78,0.3395,0,681,3.52,Low,0.0,1.0,91,515.0,Low
UM9m7_iYb7A,dark queen sejal exx roast 😱,2024-11-15,38.0,0:00:18,56.28,48.3,0.0,0.0,1776,9.054,3,1574,8.45,Mid,0.0,4.0,28,589.0,Mid
e_rXvj727UA,mikha singh 😂 #shorts,2025-01-02,51.0,0:00:22,56.01,44.55,0.0,0.0,540,3.3553,0,475,0.42,Low,0.0,3.0,21,541.0,Low
OfvNdUFPnZs,Gift ke lea shadi!,2024-04-04,7.0,0:00:08,55.76,117.1,0.0,0.0,2154,4.9046,1,476,3.78,Mid,0.0,3.0,18,814.0,Mid
K16OY2VcNVA,Maqsad 💀#shorts #roast,2024-04-29,7.0,0:00:08,55.6,125.12,0.0,0.0,303,0.7372,1,465,2.8,Low,0.0,0.0,22,789.0,Low
FxtwYBbvpAI,Miss Dhurandhar 🤣,2026-03-20,34.0,0:00:26,55.55,78.3,0.0,0.0,15478,57.7249,327,5683,7.04,Mid,0.0,4.0,17,99.0,Mid
bZ3pkn2rRsc,whole day,2024-07-08,25.0,0:00:16,55.52,67.42,0.0,0.0,1741,8.1509,4,479,1.25,Mid,0.0,0.0,9,719.0,Mid
N8G5PtXmLPc,bachelor life 😂,2024-07-10,8.0,0:00:08,55.06,110.1,0.0,0.0,643,1.5732,1,625,1.92,Low,0.0,2.0,15,717.0,Low
i9HHMfdV28k,Instagram Ke Saste Gangster,2025-03-15,38.0,0:00:17,54.95,46.08,0.0,0.0,77,0.2834,-1,858,2.33,Low,0.0,5.0,27,469.0,Low
yqwpIhXg3V0,badmosh jaat #shorts,2024-11-29,16.0,0:00:09,54.86,60.73,0.0,0.0,542,1.463,0,748,1.47,Low,0.0,4.0,20,575.0,Mid
cySaeGcN3cc,kajal sejal dark-15 #shorts,2025-01-07,40.0,0:00:16,54.82,41.62,0.0,0.0,132,0.5119,1,996,1.91,Low,0.0,1.0,27,536.0,Low
p9KyoMK5DVE,unique ravan dahan 😂 #shorts,2024-10-16,29.0,0:00:22,54.71,76.71,0.0,0.0,496,3.0648,0,652,2.45,Low,0.0,2.0,28,619.0,Low
RzM9Ho-3NNQ,kajal sejal dark-2 #shorts,2024-11-24,29.0,0:00:20,54.11,70.56,0.0,0.0,3124,17.3833,3,3647,8.77,Mid,0.0,6.0,26,580.0,Mid
WBVJzccRhtc,Bts Girls In India 🤗,2025-06-04,54.0,0:00:24,53.99,45.33,0.0,0.0,5136,19.1331,11,1891,2.06,Mid,0.0,2.0,20,388.0,Mid
5xs5BmojXPo,muskankariya  😡 #shorts  #comedy,2024-06-06,43.0,0:00:22,53.96,52.22,0.0,0.0,341,2.1271,3,361,2.22,Low,0.0,3.0,32,751.0,Low
oRYUAmFxLEY,maheep singh 😂 #shorts,2025-01-02,60.0,0:00:28,53.68,47.1,0.0,0.0,2377,18.5628,2,1094,0.82,Mid,0.0,3.0,22,541.0,Mid
YFlVR6fEqlM,Sejal's Sister Roast 😡,2025-05-31,59.0,0:00:27,53.64,46.35,0.0,0.0,1413,5.6342,0,1266,6.24,Mid,0.0,5.0,22,392.0,Mid
a2QEr7cBqsQ,sejal exx roast💀 part 2 #shorts,2024-10-02,36.0,0:00:21,53.53,60.38,0.0,0.0,3604,21.7059,4,1228,1.87,Mid,0.0,2.0,31,633.0,Mid
X0C4isqcMsM,Kajal Ji Roast 😂,2025-05-16,55.0,0:00:28,53.44,51.31,0.0,0.0,10294,43.1265,5,1570,2.8,Mid,0.0,4.0,16,407.0,Mid
XeSmWfrD92I,Really 🤔,2025-06-17,60.0,0:00:23,53.24,38.92,0.0,0.0,7738,27.1447,0,2206,1.99,Mid,0.0,1.0,8,375.0,Mid
la02XkgImXI,reality of chandra harsh 🤧 #shorts,2025-02-21,57.0,0:00:26,52.95,46.2,0.0,0.0,884,5.8278,0,2904,4.06,Mid,0.0,4.0,34,491.0,Mid
UISOFnrWpBU,The Kajal Sejal 😱,2025-05-28,59.0,0:00:18,52.69,31.83,0.0,0.0,879,2.4918,0,1016,2.66,Mid,0.0,2.0,17,395.0,Mid
n5ceexn7pX8,girls new demand 😂 #shorts,2024-10-19,45.0,0:00:18,52.63,40.88,0.0,0.0,479,2.4478,1,550,2.18,Low,0.0,5.0,26,616.0,Low
 -uUEWnRiNmM,Kajal Pandey Roast 🌚 Wait For End #shorts,2024-09-25,36.0,0:00:18,52.58,51.88,0.0,0.0,583,3.0246,0,584,10.96,Low,0.0,2.0,41,640.0,Low
3bNab5ebX9I,what happened sejal #shorts,2024-11-15,21.0,0:00:13,52.56,63.45,0.0,0.0,3600,13.2894,4,1687,3.68,Mid,0.0,4.0,27,589.0,Mid
Bryj9-NKloM,Iit baba prediction fail 😂 #cricket,2025-02-23,22.0,0:00:13,52.5,59.78,0.0,0.0,750,2.687,1,689,1.31,Mid,0.0,6.0,35,489.0,Mid
75MwikMkJd4,kaali raat 😂 #shorts,2025-01-02,26.0,0:00:16,52.46,64.74,0.0,0.0,2044,9.5169,1,540,0.56,Mid,0.0,3.0,20,541.0,Mid
HNt2niuIjyo,DRAMA OF NEWS MEDIA ON PARLIAMENT ATTACK  #viral,2023-12-13,27.0,0:00:20,52.42,75.86,0.0,0.0,4329,24.4952,8,1848,2.6,Mid,0.0,2.0,48,927.0,Mid
nkPqmihiMHY,black momos 🤮 #comedy #funny,2024-10-29,34.0,0:00:13,52.34,39.19,0.0,0.0,593,2.1948,0,713,1.54,Low,0.0,1.0,28,606.0,Low
UFOOs8Pa6i4,sendha namak ka power 😂 #funny,2024-03-17,13.0,0:00:12,52.26,94.91,0.0,0.0,5890,19.9791,8,2204,6.81,Mid,0.0,6.0,30,832.0,Mid
SFhrwv7kP8Q,Aarush Bhola Roast,2025-03-22,35.0,0:00:19,52.08,55.31,0.0,0.0,781,3.8846,0,2180,2.16,Mid,0.0,5.0,18,462.0,Mid
i804SS1HsqM,Ek Dost Aisa Bhi 🤣,2026-01-25,18.0,0:00:14,52.07,79.6,0.0,0.0,6230,12.1263,5,5485,1.09,Mid,0.0,6.0,18,153.0,Mid
8b0P9ha-Jjw,chaddi girl 😂 #shorts,2024-12-22,36.0,0:00:18,52.03,51.13,0.0,0.0,627,3.2061,0,521,4.99,Low,0.0,6.0,21,552.0,Low
EMf5HYqrQWM,Urfi Javed Helicopter Dress,2025-03-30,39.0,0:00:14,51.96,37.79,0.0,0.0,895,2.5621,0,1302,1.0,Mid,0.0,6.0,27,454.0,Mid
OtgTzOW8-7A,Evergreen chapri girl 🤢 #shorts,2024-04-19,33.0,0:00:13,51.85,41.34,0.0,0.0,487,1.8453,1,492,2.03,Low,0.0,4.0,31,799.0,Low
3Z9wFKdne5E,gen z baba abhinav arora 😂 #shorts #funny,2024-10-26,46.0,0:00:30,51.34,66.33,0.0,0.0,5519,46.4146,5,2580,1.4,Mid,0.0,5.0,41,609.0,Mid
O064c9QVv0o,Hamza Syed Roast 🔥,2025-05-12,64.0,0:00:27,51.29,43.58,0.0,0.0,2670,10.3574,2,8880,3.13,Mid,0.0,0.0,18,411.0,Mid
PsPj0R0f4Oo,lord puneet animal #shorts,2024-12-06,22.0,0:00:12,51.28,59.84,0.0,0.0,81,0.2827,1,610,7.7,Low,0.0,4.0,26,568.0,Low
TSLAZKuI3zQ,Dark chocolate boi 😱#shorts,2024-04-15,40.0,0:00:15,51.23,37.62,0.0,0.0,418,1.7473,4,420,3.1,Low,0.0,0.0,27,803.0,Low
xxZ5BS-QEvU,motivational speaker ka baap 😂 #shorts #funnycringe,2024-06-12,32.0,0:00:19,51.08,58.62,0.0,0.0,3051,16.3691,9,702,1.28,Mid,0.0,2.0,51,745.0,Mid
Z3HT_Lxt7n4,reality of aman baisla 😂 #shorts,2025-02-17,53.0,0:00:27,50.9,52.59,0.0,0.0,833,6.1206,0,1661,3.31,Mid,0.0,0.0,32,495.0,Mid
Z6KBSOf62T8,World Biggest Beggar,2025-04-26,43.0,0:00:21,50.62,49.74,0.0,0.0,2067,6.2209,3,1387,0.94,Mid,0.0,5.0,20,427.0,Mid
Da0pkHxXDG8,Bts army roast 😡 #shorts,2024-07-17,27.0,0:00:22,50.38,82.42,0.0,0.0,5399,26.777,9,6665,6.27,Mid,0.0,2.0,24,710.0,Mid
DOApzD7E9NU,Bts Craze In Girls 😱,2025-06-10,50.0,0:00:26,50.34,52.71,0.0,0.0,4504,16.7752,5,2187,2.51,Mid,0.0,1.0,20,382.0,Mid
4tmcXZArd84,latent roast 😅 #shorts,2024-12-07,22.0,0:00:16,50.23,74.55,0.0,0.0,439,2.0,0,548,1.28,Low,0.0,5.0,22,567.0,Low
ugDydQmdV3Q,kajal sejal dark-11 #shorts,2024-12-24,39.0,0:00:19,50.21,50.97,0.0,0.0,750,4.0568,1,1034,2.51,Mid,0.0,1.0,27,550.0,Mid
p0QtzIlDgX0,Baba Ji X Modi Meme Reaction,2025-03-31,45.0,0:00:18,50.13,40.9,0.0,0.0,1117,3.1215,0,1373,0.8,Mid,0.0,0.0,28,453.0,Mid
yCYowTjpFTE,Safety 😂 #shorts,2025-01-30,13.0,0:00:17,50.0,138.08,0.0,0.0,2,0.01,0,0,3.02,Low,0.0,3.0,16,513.0,Low
oAJjiTaFhAE,Reality of German Shepherd 😱#bjp #viral,2024-05-06,53.0,0:00:53,50.0,100.94,0.0,0.0,3,0.0446,0,0,3.02,Low,0.0,0.0,39,782.0,Low
YcBxjJ5ZEo8,Fokus Fake Drink Exposed,2025-03-19,33.0,0:00:26,49.85,79.11,0.0,0.0,2446,17.5177,1,1146,1.05,Mid,0.0,2.0,24,465.0,Mid
xed9ZtstTZA,ALERT ! #shorts,2023-12-18,6.0,0:00:07,49.67,125.91,0.0,0.0,1375,2.8585,0,1124,2.76,Mid,0.0,0.0,15,922.0,Mid
2MQ0R3W5a0g,papa kaise hai 😂 #shorts,2025-01-02,55.0,0:00:25,49.58,46.33,0.0,0.0,1208,8.4552,0,514,0.58,Mid,0.0,3.0,24,541.0,Mid
7u-rSbfge0Q,gareebo ka ajay devgan 😂 #shorts,2024-04-20,31.0,0:00:20,49.58,65.06,0.0,0.0,297,1.6638,0,417,4.56,Low,0.0,5.0,32,798.0,Low
q1lzBro7SXo,modern police Enjoy dance With Duty 😀 #shorts,2023-12-15,27.0,0:00:18,49.2,69.21,0.0,0.0,3224,16.6111,3,1739,1.9,Mid,0.0,4.0,45,925.0,Mid
 -AWGbwyFwRQ,nada 😂 #shorts,2025-01-03,59.0,0:00:25,49.16,43.8,0.0,0.0,540,3.7805,1,692,0.29,Low,0.0,4.0,14,540.0,Low
G3LrWSClSfA,instagram ke baba 😂 #shorts,2024-09-23,15.0,0:00:15,49.09,103.78,0.0,0.0,27,0.1167,0,667,1.2,Low,0.0,0.0,27,642.0,Low
49giwJjgApE,bakl@nd  business wala 😂 #shorts,2024-02-02,24.0,0:00:17,48.98,72.71,0.0,0.0,3225,15.5742,0,1166,1.37,Mid,0.0,4.0,32,876.0,Mid
ona2wUkXnRs,aaj kal ki ladkiya 😆 #shorts,2024-11-28,21.0,0:00:15,48.73,74.24,0.0,0.0,975,4.1935,2,1038,1.45,Mid,0.0,3.0,28,576.0,Mid
5XiASzQsrM0,NO P*RN #30dayschallenge,2025-07-02,48.0,0:00:22,48.64,46.17,0.0,0.0,1691,5.3001,2,3189,3.92,Mid,0.0,2.0,24,360.0,Mid
hkjUheRAR3k,Power Of Bihari 🔥,2026-06-23,35.0,0:00:19,48.61,54.53,0.0,0.0,3697,9.6794,6,495,10.51,Mid,0.0,1.0,17,4.0,Mid
cCNmfslWBQc,aukat! #shorts,2023-12-31,22.0,0:00:18,48.27,86.1,0.0,0.0,4966,26.0641,9,1662,2.17,Mid,0.0,6.0,14,909.0,Mid
oVfEXdhAIts,Mehnat 🔥 #shorts,2024-10-15,16.0,0:00:09,48.27,58.53,0.0,0.0,473,1.2305,2,520,1.35,Low,0.0,1.0,16,620.0,Low
w-JSU1463aA,cringe shorts pt-1😂,2024-06-22,30.0,0:00:19,48.15,64.94,0.0,0.0,821,4.4428,3,437,0.92,Mid,0.0,5.0,19,735.0,Mid
mkwjlKRJP0w,OG Workout 😂,2025-07-27,60.0,0:00:29,48.06,49.79,0.0,0.0,1536,6.0476,1,2233,1.25,Mid,0.0,6.0,12,335.0,Mid
1-aQXsJ5Xp8,Hindustani bhau angery 🤬 on samay Raina #shorts,2025-02-22,45.0,0:00:21,48.05,48.43,0.0,0.0,985,5.8221,0,780,0.9,Mid,0.0,5.0,47,490.0,Mid
vElZRnenrCo,UP ka badmash baccha 😱 #shorts #roast,2024-04-24,60.0,0:00:31,48.0,52.95,0.0,0.0,48,0.4236,0,13,53.85,Low,0.0,2.0,37,794.0,Low
4-r_KP8rKbw,15 August Special Cringe 😂,2025-08-15,57.0,0:00:34,47.86,60.78,0.0,0.0,2395,10.7926,6,2543,4.95,Mid,0.0,4.0,26,316.0,Mid
ASF9JW4GGQs,kajal sejal dark-3 #shorts,2024-11-27,46.0,0:00:22,47.8,47.95,0.0,0.0,1426,8.6562,1,1776,2.98,Mid,0.0,2.0,26,577.0,Mid
B6lRNCLVAFM,kota student story #funny,2024-03-19,10.0,0:00:10,47.76,101.55,0.0,0.0,891,2.4979,2,915,2.08,Mid,0.0,1.0,25,830.0,Mid
J8Qbu3Czqag,Instagram's budget motivator 😂 #shorts  #funnycringe,2024-06-16,38.0,0:00:18,47.74,47.12,0.0,0.0,1384,7.2328,2,579,1.21,Mid,0.0,6.0,52,741.0,Mid
4e1L-huIseg,VLOGERS ki duniya!  🤯 #shorts #funny,2023-12-17,25.0,0:00:20,47.73,80.27,0.0,0.0,5092,28.2835,10,2057,1.8,Mid,0.0,6.0,36,923.0,Mid
cXRPQRpDdGU,I Roasted BTS ARMY,2025-04-08,46.0,0:00:27,47.56,59.03,0.0,0.0,3393,11.6926,2,2091,6.41,Mid,0.0,1.0,18,445.0,Mid
p4m7fFvs3EQ,Power of ? 😅 #shorts,2024-03-17,13.0,0:00:10,47.5,84.25,0.0,0.0,19,0.0578,0,1,100.0,Low,0.0,6.0,20,832.0,Low
dwZH2pclFXY,L@nd DOCTOR OF INSTAGRAM 😱 #shorts,2024-02-04,27.0,0:00:14,47.34,53.97,0.0,0.0,1501,6.0573,8,1104,1.81,Mid,0.0,6.0,34,874.0,Mid
roPghI6Qlnw,cringe attitude reels roast 😂 #shorts,2024-10-03,28.0,0:00:15,46.84,54.23,0.0,0.0,479,2.0204,0,548,1.09,Low,0.0,3.0,37,632.0,Low
vbPHLixmFD8,sejal exx roast 😅 wait for end #shorts,2024-12-03,27.0,0:00:14,46.75,53.33,0.0,0.0,180,0.72,0,1040,9.23,Low,0.0,1.0,38,571.0,Low
NqBVnYP_ArU,Instagram Treand Gone Wrong 😂,2025-09-14,30.0,0:00:20,46.62,67.27,0.0,0.0,1421,3.5966,6,2537,1.62,Mid,0.0,6.0,29,286.0,Mid
bycihJjwq9c,nibba is worst than you thought 🤣 #comedy #shorts,2024-11-05,42.0,0:00:17,46.42,41.21,0.0,0.0,551,2.6489,2,934,2.89,Low,0.0,1.0,49,599.0,Low
bSalNdVY_gk,Arman Malik Wife 🥵,2025-06-18,67.0,0:00:36,46.3,54.53,0.0,0.0,2335,10.6786,1,2540,3.62,Mid,0.0,2.0,18,374.0,Mid
E8TkZh4AN7U,danish zehen  😂 #shorts,2024-09-21,40.0,0:00:21,46.25,54.44,0.0,0.0,820,4.9599,4,450,2.44,Mid,0.0,5.0,23,644.0,Mid
 -bKWn1Evmp0,kajal sejal solution #shorts,2024-12-08,22.0,0:00:16,46.07,77.13,0.0,0.0,3819,17.9553,3,5137,10.32,Mid,0.0,6.0,28,566.0,Mid
F-9oj4hV2vY,kaminey dost 😂,2024-06-20,43.0,0:00:22,45.87,51.82,0.0,0.0,2043,12.611,1,688,0.73,Mid,0.0,3.0,14,737.0,Mid
u7vYhpwt3lU,R.I.P BTS fans🤣🤣 #roast #shorts,2024-08-17,15.0,0:00:18,45.79,125.13,0.0,0.0,2348,11.742,10,2789,3.23,Mid,0.0,5.0,31,679.0,Mid
fx1rzgBPyoY,chapri bois🤣 #shorts,2024-10-13,29.0,0:00:18,45.76,64.4,0.0,0.0,473,2.454,1,662,1.96,Low,0.0,6.0,20,622.0,Mid
HVS3SVIzFFQ,jiyan hai aap😅 #shorts #funny,2024-03-07,6.0,0:00:08,45.69,141.21,0.0,0.0,686,1.6145,2,1347,4.01,Low,0.0,3.0,29,842.0,Low
